단지,계약일,거래금액,층,브랜드,apt_nm,lo,la
bienestar,22.05.24,263000,7,0,bienestar,127.042795,37.50935819
lg선릉에클라트(a),21.05.03,37000,2,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.05.24,42000,5,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.07.22,35500,6,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.09.09,42000,5,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.12.17,34800,5,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.08.17,40000,6,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),21.05.13,80000,3,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),22.02.21,34800,5,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),22.03.23,34750,5,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),22.04.20,34500,6,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),22.06.11,37500,2,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),22.06.11,37500,2,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.01.09,33000,4,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.01.09,33000,4,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.01.09,33000,4,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.03.18,33000,6,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.08.26,33000,3,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(a),23.01.10,37500,6,0,lg선릉에클라트(a),127.0511881,37.50656146
lg선릉에클라트(b),21.01.08,36000,15,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.01.12,34000,9,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.01.12,34000,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.01.15,33000,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.01.16,35000,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.01.28,33000,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.02.16,34500,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.02.22,32750,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.03.08,38700,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.04.20,36500,9,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.04.21,38500,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.04.23,39000,9,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.04.26,32000,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.05.27,31000,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.05.29,32000,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.07.29,39700,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.08.11,36000,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.08.11,36700,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.08.19,39500,15,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.09.17,42000,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.11.20,35800,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.05.13,38500,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.06.01,31500,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.09.23,39700,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.10.18,82000,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.03.20,85000,15,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),21.08.18,88000,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.02.22,40200,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.02.25,36700,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.04.02,38200,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.04.02,36200,11,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.06.07,32000,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.08.05,35000,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.10.28,37500,15,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.03.02,33000,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),22.07.12,30000,10,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.02.11,38000,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.04.03,34000,15,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.07.21,30000,12,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.11.01,38700,13,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.03.22,30000,9,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.07.17,31900,14,0,lg선릉에클라트(b),127.0509927,37.50614767
lg선릉에클라트(b),23.07.28,35500,15,0,lg선릉에클라트(b),127.0509927,37.50614767
ph129,21.03.04,1150000,14,0,,,
ph129,21.03.04,1150000,14,0,,,
ph129,21.07.07,1000000,6,0,,,
ph129,21.11.25,929070,10,0,,,
ph129,22.04.28,1450000,16,0,,,
plumhills,22.07.04,210000,1,0,plumhills,127.044122,37.48758636
rudenhouse,22.05.02,103000,1,0,,,
rudenhouse,22.05.02,103000,1,0,,,
sk허브프리모,21.01.26,40000,15,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,21.03.29,37200,8,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,21.02.05,73000,18,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,21.01.02,91000,11,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,21.01.08,89900,12,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,21.02.09,90000,8,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.01.18,37400,8,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.02.18,36800,8,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.04.12,40800,15,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.08.05,38000,6,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.04.08,84500,17,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,22.06.17,80000,15,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.07.30,41000,17,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.09.02,40500,19,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.05.13,87000,13,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.10.22,89500,17,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.02.11,90000,15,0,sk허브프리모,127.0343855,37.48527638
sk허브프리모,23.07.01,90700,13,0,sk허브프리모,127.0343855,37.48527638
sm드림빌,23.12.18,46000,1,0,sm드림빌,127.0458715,37.51331402
e-편한세상,21.11.29,145000,7,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.11.29,145000,7,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.01.29,201000,4,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.01.29,201000,4,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.01.30,208000,4,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.01.30,208000,4,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.02.14,206500,22,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.02.14,206500,22,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.03.20,206500,14,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.03.20,206500,14,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.03.27,200000,5,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.03.27,200000,5,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.04.08,193000,5,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.04.08,193000,5,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.06.27,207500,20,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.06.27,207500,20,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.07.05,205000,3,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.07.05,205000,3,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.08.07,206500,12,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.08.07,206500,12,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.09.25,210000,13,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.09.25,210000,13,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.01.31,264900,2,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.01.31,264900,2,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.04.17,259000,10,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.04.17,259000,10,0,e-편한세상,127.0500228,37.49882752
e-편한세상,21.07.04,259000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,21.07.04,259000,15,0,e-편한세상,127.0500228,37.49882752
e-편한세상,22.04.05,192000,10,0,e-편한세상,127.0291351,37.50673779
e-편한세상,22.04.05,192000,10,0,e-편한세상,127.0500228,37.49882752
e-편한세상,22.03.31,212500,22,0,e-편한세상,127.0291351,37.50673779
e-편한세상,22.03.31,212500,22,0,e-편한세상,127.0500228,37.49882752
e-편한세상,22.05.16,250000,3,0,e-편한세상,127.0291351,37.50673779
e-편한세상,22.05.16,250000,3,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.05,129000,9,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.05,129000,9,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.02.11,172000,10,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.02.11,172000,10,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.02.11,170000,11,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.02.11,170000,11,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.02.25,175000,10,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.02.25,175000,10,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.02.28,169000,18,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.02.28,169000,18,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.03.25,173000,6,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.03.25,173000,6,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.04.01,183000,8,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.04.01,183000,8,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.05.18,188000,9,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.05.18,188000,9,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.17,194000,10,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.17,194000,10,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.17,193000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.17,193000,15,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.07.15,184000,4,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.07.15,184000,4,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.08.12,195000,5,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.08.12,195000,5,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.08.19,195000,12,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.08.19,195000,12,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.08.29,198000,17,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.08.29,198000,17,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.09.11,195000,16,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.09.11,195000,16,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.09.27,200000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.09.27,200000,15,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.04.18,230000,20,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.04.18,230000,20,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.03,242000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.03,242000,15,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.02.27,215000,5,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.02.27,215000,5,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.03.21,230000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.03.21,230000,15,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.05.02,245000,12,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.05.02,245000,12,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.05.23,247000,5,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.05.23,247000,5,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.05.23,210000,14,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.05.23,210000,14,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.01,256000,8,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.01,256000,8,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.06.07,253000,6,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.06.07,253000,6,0,e-편한세상,127.0500228,37.49882752
e-편한세상,23.07.23,260000,15,0,e-편한세상,127.0291351,37.50673779
e-편한세상,23.07.23,260000,15,0,e-편한세상,127.0500228,37.49882752
가람,21.03.20,200000,2,0,가람,127.0854504,37.48252346
가람,21.05.21,198000,1,0,가람,127.0854504,37.48252346
가람,21.01.09,225000,4,0,가람,127.0854504,37.48252346
가람,21.02.03,220000,2,0,가람,127.0854504,37.48252346
가람,21.04.16,235000,2,0,가람,127.0854504,37.48252346
가람,21.09.05,250000,2,0,가람,127.0854504,37.48252346
가람,22.10.04,170000,3,0,가람,127.0854504,37.48252346
가람,22.03.25,220000,4,0,가람,127.0854504,37.48252346
가람,22.05.26,230000,5,0,가람,127.0854504,37.48252346
가람,23.01.07,167500,3,0,가람,127.0854504,37.48252346
가람,23.03.04,164500,2,0,가람,127.0854504,37.48252346
가람,23.03.12,166000,3,0,가람,127.0854504,37.48252346
가람,23.05.17,173000,1,0,가람,127.0854504,37.48252346
가람,23.03.21,192000,2,0,가람,127.0854504,37.48252346
가람,23.03.29,188000,1,0,가람,127.0854504,37.48252346
가람,23.04.08,196000,3,0,가람,127.0854504,37.48252346
가람,23.05.06,141000,5,0,가람,127.0854504,37.48252346
가람,23.07.15,208000,5,0,가람,127.0854504,37.48252346
가람,23.07.29,215000,4,0,가람,127.0854504,37.48252346
가람,23.08.08,227000,2,0,가람,127.0854504,37.48252346
가람,23.10.23,228200,3,0,가람,127.0854504,37.48252346
강남 더샵 포레스트,21.07.03,268500,10,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,21.08.29,300000,2,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,21.04.14,327000,11,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,21.05.13,327000,11,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,21.06.14,350000,9,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,21.02.08,385000,4,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,22.06.10,295000,11,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,22.06.20,295000,11,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,22.03.24,348000,6,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.03.18,262000,8,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.10.10,270000,6,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.09.22,238000,1,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.05.04,345000,5,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.08.21,310000,10,1,강남 더샵 포레스트,127.0948785,37.48130347
강남 더샵 포레스트,23.01.28,380000,9,1,강남 더샵 포레스트,127.0948785,37.48130347
강남데시앙파크,21.01.11,140000,10,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,21.03.21,132000,5,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,21.05.07,132000,2,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,21.06.04,169800,3,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,21.11.20,185000,3,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.06.03,117500,4,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.08.11,120000,6,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.09.06,120000,10,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.03.23,117500,5,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.08.06,117700,7,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.08.23,114500,2,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙파크,23.08.29,157500,4,0,강남데시앙파크,127.1011609,37.4603401
강남데시앙포레,21.09.28,170000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.09.28,170000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.03.06,159000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.03.06,159000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.04.06,158000,9,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.04.06,158000,9,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.07.10,152500,1,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.07.09,195000,8,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.06.08,196000,12,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.07.23,198000,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.08.10,195000,8,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.10.02,200000,13,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.01.18,182000,8,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.01.18,182000,8,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.01.23,175800,5,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.03.30,179300,2,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.04.03,183000,9,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.05.27,182000,6,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.05.30,177000,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.06.10,184000,9,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.06.18,192000,7,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.07.26,200000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.03.04,227000,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.03.04,227000,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,21.01.23,216000,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,22.03.24,196000,6,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,22.04.16,196000,13,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,22.04.17,200500,12,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,22.05.28,186500,12,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,22.04.20,216500,15,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.07.04,136000,3,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.07.29,140000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.04.03,138500,11,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.05.28,134300,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.06.10,143000,4,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.06.11,132000,5,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.07.11,173000,8,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.11.19,157000,2,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.07.22,165000,4,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.02.28,164000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.11.08,173000,12,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.12.12,163000,10,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.02.13,173000,14,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.07.19,176000,6,0,강남데시앙포레,127.0908928,37.48101874
강남데시앙포레,23.01.27,165000,2,0,강남데시앙포레,127.0908928,37.48101874
강남브리즈힐,21.02.06,128000,9,0,,,
강남브리즈힐,21.08.28,124000,5,0,,,
강남브리즈힐,21.09.30,120000,2,0,,,
강남브리즈힐,21.11.17,122000,12,0,,,
강남브리즈힐,21.08.12,125000,5,0,,,
강남브리즈힐,21.10.24,139000,2,0,,,
강남브리즈힐,21.05.12,140000,14,0,,,
강남브리즈힐,21.05.14,130000,12,0,,,
강남브리즈힐,21.08.28,145000,13,0,,,
강남브리즈힐,21.10.09,150000,8,0,,,
강남브리즈힐,22.01.18,123000,5,0,,,
강남브리즈힐,22.01.25,124000,10,0,,,
강남브리즈힐,23.09.13,96000,14,0,,,
강남브리즈힐,23.11.03,95000,10,0,,,
강남브리즈힐,23.11.18,92500,2,0,,,
강남브리즈힐,23.12.10,87000,11,0,,,
강남브리즈힐,23.12.10,87000,11,0,,,
강남브리즈힐,23.05.25,100500,6,0,,,
강남브리즈힐,23.08.14,100000,7,0,,,
강남상가,21.09.28,67000,3,0,강남상가,127.020684,37.51877879
강남상가,21.07.17,81500,9,0,강남상가,127.020684,37.51877879
강남상가,22.03.24,80000,4,0,강남상가,127.020684,37.51877879
강남상가,22.12.03,98000,9,0,강남상가,127.020684,37.51877879
강남상가,22.08.10,129500,5,0,강남상가,127.020684,37.51877879
강남상가,23.07.01,112700,8,0,강남상가,127.020684,37.51877879
강남서해그랑블,21.01.09,91000,10,0,,,
강남서해그랑블,21.06.24,51000,6,0,,,
강남서해그랑블,21.10.30,110000,6,0,,,
강남서해그랑블,21.01.13,99000,7,0,,,
강남서해그랑블,21.01.22,110000,6,0,,,
강남서해그랑블,23.09.05,88000,5,0,,,
강남서해그랑블,23.11.13,90000,6,0,,,
강남센트럴아이파크,22.10.06,300000,8,1,,,
강남센트럴아이파크,22.12.28,290000,19,1,,,
강남센트럴아이파크,22.11.16,408000,18,1,,,
강남센트럴아이파크,23.10.21,291000,11,1,,,
강남센트럴아이파크,23.10.24,437000,20,1,,,
강남신동아파밀리에1단지,23.04.24,97500,8,0,,,
강남신동아파밀리에2단지,21.09.11,159500,7,0,,,
강남신동아파밀리에2단지,21.07.09,151600,4,0,,,
강남신동아파밀리에2단지,23.08.12,113750,2,0,,,
강남엘에이치1단지,21.01.28,140000,10,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.02.24,144000,12,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.04.08,142700,6,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.09.14,150000,9,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.10.21,155000,3,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.02.24,131000,5,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.07.17,145000,12,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.07.29,145000,3,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.11.01,153000,1,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.04.06,165000,8,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.04.06,165000,8,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.04.19,154800,1,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,21.10.09,173000,3,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,23.06.05,133000,3,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,23.02.22,138500,5,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,23.08.26,135000,13,0,강남엘에이치1단지,127.1028232,37.4669199
강남엘에이치1단지,23.02.02,136000,12,0,강남엘에이치1단지,127.1028232,37.4669199
강남역우정에쉐르,21.11.10,19900,7,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,21.03.27,19200,11,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,22.01.05,20500,11,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,22.02.16,20500,11,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,23.02.18,21000,12,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,23.09.01,22500,11,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,23.09.27,21500,10,0,강남역우정에쉐르,127.0322611,37.49840893
강남역우정에쉐르,23.11.23,21800,10,0,강남역우정에쉐르,127.0322611,37.49840893
강남자곡 힐스테이트,21.10.08,98000,2,1,,,
강남자곡 힐스테이트,21.10.19,109000,8,1,,,
강남자곡 힐스테이트,21.10.29,95730,7,1,,,
강남자곡 힐스테이트,21.09.27,123500,11,1,,,
강남자곡 힐스테이트,21.10.22,42170,4,1,,,
강남자곡 힐스테이트,21.10.26,41510,2,1,,,
강남자곡 힐스테이트,21.11.06,145000,3,1,,,
강남자곡 힐스테이트,21.10.25,46640,7,1,,,
강남자곡 힐스테이트,22.01.08,103000,7,1,,,
강남자곡 힐스테이트,22.01.17,118000,11,1,,,
강남자곡 힐스테이트,22.01.08,103000,7,1,,,
강남자곡 힐스테이트,22.02.14,110000,8,1,,,
강남자곡 힐스테이트,22.02.12,116000,7,1,,,
강남자곡 힐스테이트,22.04.08,71220,7,1,,,
강남자곡 힐스테이트,22.08.05,110000,7,1,,,
강남자곡 힐스테이트,22.08.26,113000,7,1,,,
강남자곡 힐스테이트,22.09.13,101500,10,1,,,
